Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2017-01-01 00:00:00,38,40.0,1.0,61.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.51306,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,251.217,1.0,87.1419,1.0,618.617,1.0,0.0,1.0,0.0,1.0,16.421,1.0,0.278822,1.0
2017-01-01 01:00:00,38,95.0,1.0,135.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.47069,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,271.324,1.0,88.4488,1.0,618.291,1.0,0.0,1.0,-0.0051666,151.0,16.1047,1.0,0.216477,1.0
2017-01-01 02:00:00,38,36.0,1.0,79.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.23111,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,265.11,1.0,87.6686,1.0,617.839,1.0,0.0,1.0,0.0,1.0,16.1674,1.0,0.138907,1.0
2017-01-01 03:00:00,38,33.0,1.0,53.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.62431,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,284.423,1.0,87.9083,1.0,617.335,1.0,0.0,1.0,0.0,1.0,15.8793,1.0,0.303047,1.0
2017-01-01 04:00:00,38,37.0,1.0,64.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.11708,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,235.303,1.0,89.0701,1.0,617.061,1.0,0.0,1.0,0.0,1.0,15.4883,1.0,0.206162,1.0
2017-01-01 05:00:00,38,35.0,1.0,44.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.11472,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,260.419,1.0,89.2443,1.0,617.478,1.0,0.0,1.0,0.0,1.0,15.3396,1.0,0.262162,1.0
2017-01-01 06:00:00,38,47.0,1.0,72.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,0.888194,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,229.186,1.0,89.151,1.0,617.963,1.0,0.0,1.0,0.0,1.0,15.8367,1.0,0.267422,1.0
2017-01-01 07:00:00,38,62.0,1.0,94.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,0.9325,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,251.592,1.0,90.94,1.0,618.229,1.0,0.0,1.0,20.7812,1.0,15.6181,1.0,0.211044,1.0
2017-01-01 08:00:00,38,60.0,1.0,92.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,7.06306,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,96.1355,1.0,78.07,1.0,618.617,1.0,0.0,1.0,176.431,1.0,18.9758,1.0,0.189247,1.0
2017-01-01 09:00:00,38,61.0,1.0,94.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,24.7796,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,118.021,1.0,72.1989,1.0,618.81,1.0,0.0,1.0,362.2,1.0,20.6996,1.0,0.409694,1.0
2017-01-01 10:00:00,38,63.0,1.0,93.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,48.6244,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,115.737,1.0,66.2175,1.0,618.904,1.0,0.0,1.0,567.25,1.0,22.2872,1.0,0.639718,1.0
2017-01-01 11:00:00,38,34.0,1.0,57.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,52.2646,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.24875,1.0,59.2632,1.0,618.676,1.0,0.0,1.0,566.48,1.0,23.3463,1.0,0.348552,1.0
2017-01-01 12:00:00,38,17.0,1.0,37.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,45.6275,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,345.243,1.0,52.3322,1.0,618.183,1.0,0.0,1.0,818.976,1.0,24.94,1.0,0.475947,1.0
