Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2017-02-01 00:00:00,38,20.0,1.0,26.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,11.8562,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,351.42,1.0,85.531,1.0,618.668,1.0,0.0,1.0,0.0,1.0,18.8058,1.0,0.511034,1.0
2017-02-01 01:00:00,38,16.0,1.0,29.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,6.33292,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,304.089,1.0,87.7742,1.0,618.45,1.0,0.0,1.0,0.0,1.0,18.476,1.0,0.114625,1.0
2017-02-01 02:00:00,38,21.0,1.0,22.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,12.7292,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,347.789,1.0,86.0296,1.0,618.062,1.0,0.0,1.0,0.0,1.0,18.3999,1.0,0.345443,1.0
2017-02-01 03:00:00,38,17.0,151.0,10.0,151.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,12.6544,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,280.241,1.0,85.3371,1.0,617.781,1.0,0.0,1.0,0.0,1.0,18.2307,1.0,0.178388,1.0
2017-02-01 04:00:00,38,24.0,1.0,30.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,7.46292,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,193.436,1.0,88.3654,1.0,617.442,1.0,0.0,1.0,0.0,1.0,17.8536,1.0,0.284205,1.0
2017-02-01 05:00:00,38,31.0,151.0,30.0,151.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,2.45056,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,234.124,1.0,91.8729,1.0,617.425,1.0,0.0,1.0,-0.0051666,151.0,16.9956,1.0,0.212272,1.0
2017-02-01 06:00:00,38,27.0,1.0,36.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.39347,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,247.091,1.0,91.2458,1.0,617.855,1.0,0.0,1.0,-0.0090416,151.0,16.6035,1.0,0.294214,1.0
2017-02-01 07:00:00,38,33.0,1.0,57.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,0.850833,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,215.104,1.0,90.6308,1.0,618.452,1.0,0.0,1.0,8.17988,1.0,16.7696,1.0,0.184463,1.0
2017-02-01 08:00:00,38,43.0,1.0,70.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.65292,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,156.175,1.0,89.6675,1.0,618.976,1.0,0.0,1.0,77.9505,1.0,17.6393,1.0,0.412341,1.0
2017-02-01 09:00:00,38,57.0,1.0,111.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,3.11528,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,152.528,1.0,85.1394,1.0,619.321,1.0,0.0,1.0,172.928,1.0,18.9456,1.0,0.491259,1.0
2017-02-01 10:00:00,38,30.0,1.0,69.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,8.98611,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,113.378,1.0,77.411,1.0,619.404,1.0,0.0,1.0,176.987,1.0,20.2126,1.0,0.311438,1.0
2017-02-01 11:00:00,38,37.0,1.0,100.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,12.8669,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,144.375,1.0,75.8464,1.0,619.098,1.0,0.0,1.0,252.165,1.0,20.4772,1.0,0.692591,1.0
2017-02-01 12:00:00,38,41.0,1.0,99.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,29.9338,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,32.9777,1.0,60.4375,1.0,618.362,1.0,0.0,1.0,914.022,1.0,24.3857,1.0,0.323527,1.0
2017-02-01 13:00:00,38,13.0,1.0,37.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,43.1582,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,321.384,1.0,54.5831,1.0,617.532,1.0,0.0,1.0,735.006,1.0,25.8954,1.0,0.578161,1.0
2017-02-01 14:00:00,38,14.0,1.0,21.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,47.0324,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,23.2788,1.0,50.7375,1.0,616.664,1.0,0.0,1.0,753.82,1.0,26.8051,1.0,0.320256,1.0
2017-02-01 15:00:00,38,28.0,1.0,35.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,55.0207,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,157.129,1.0,50.394,1.0,615.887,1.0,0.0,1.0,616.911,1.0,26.9589,1.0,0.993837,1.0
2017-02-01 16:00:00,38,18.0,1.0,59.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,33.2728,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,29.7887,1.0,55.6087,1.0,615.738,1.0,0.0,1.0,65.5237,1.0,24.3574,1.0,0.374285,1.0
2017-02-01 17:00:00,38,13.0,1.0,42.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,21.9697,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,272.445,1.0,64.3899,1.0,615.836,1.0,0.0,1.0,49.8026,1.0,22.8593,1.0,0.903184,1.0
2017-02-01 18:00:00,38,20.0,1.0,49.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,15.4342,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,356.026,1.0,67.1771,1.0,616.07,1.0,0.0,1.0,64.3928,1.0,22.8283,1.0,0.82463,1.0
2017-02-01 19:00:00,38,14.0,1.0,35.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,16.2156,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,359.826,1.0,71.8622,1.0,616.515,1.0,0.0,1.0,2.02033,1.0,21.5775,1.0,2.37392,1.0
2017-02-01 20:00:00,38,17.0,1.0,21.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,16.3618,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.30911,1.0,76.6539,1.0,617.145,1.0,0.0,1.0,0.0,1.0,20.7943,1.0,1.57444,1.0
2017-02-01 21:00:00,38,13.0,1.0,18.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,14.6003,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,336.137,1.0,81.236,1.0,617.756,1.0,0.0,1.0,0.0,1.0,19.9057,1.0,0.427173,1.0
2017-02-01 22:00:00,38,18.0,1.0,25.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,12.4689,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,299.524,1.0,83.3438,1.0,617.969,1.0,0.0,1.0,0.0,1.0,19.3224,1.0,0.194477,1.0
2017-02-01 23:00:00,38,13.0,1.0,21.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,11.8075,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,341.941,1.0,83.0906,1.0,618.164,1.0,0.0,1.0,0.0,1.0,19.3546,1.0,0.442701,1.0
2017-02-02 00:00:00,38,19.0,151.0,17.0,151.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,13.9364,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,356.674,1.0,82.4718,1.0,618.161,1.0,0.0,1.0,0.0,1.0,19.1942,1.0,0.321142,1.0
2017-02-02 01:00:00,38,11.0,1.0,16.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,13.9651,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,319.938,1.0,82.1175,1.0,617.74,1.0,0.0,1.0,-0.003875,151.0,18.6685,1.0,0.579405,1.0
2017-02-02 02:00:00,38,16.0,1.0,17.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,13.8831,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,325.534,1.0,82.4547,1.0,617.516,1.0,0.0,1.0,0.0,1.0,18.3504,1.0,0.219407,1.0
2017-02-02 03:00:00,38,14.0,1.0,19.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,12.4008,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,276.92,1.0,83.6072,1.0,617.192,1.0,0.0,1.0,0.0,1.0,17.3421,1.0,0.42202,1.0
2017-02-02 04:00:00,38,13.0,1.0,16.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,12.4571,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,283.828,1.0,83.6585,1.0,616.971,1.0,0.0,1.0,0.0,1.0,16.5585,1.0,0.505179,1.0
2017-02-02 05:00:00,38,17.0,1.0,34.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,6.34805,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,267.801,1.0,86.2787,1.0,616.94,1.0,0.0,1.0,0.0,1.0,16.2385,1.0,0.332507,1.0
2017-02-02 06:00:00,38,20.0,1.0,27.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.53903,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,269.452,1.0,87.7694,1.0,617.482,1.0,0.0,1.0,-0.0051666,151.0,15.8319,1.0,0.452153,1.0
2017-02-02 07:00:00,38,27.0,1.0,50.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,0.938333,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,281.726,1.0,89.4519,1.0,617.908,1.0,0.0,1.0,9.92767,1.0,15.725,1.0,0.317881,1.0
2017-02-02 08:00:00,38,36.0,1.0,55.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,3.42611,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,134.153,1.0,81.9971,1.0,618.27,1.0,0.0,1.0,102.48,1.0,17.4929,1.0,0.0886824,1.0
2017-02-02 09:00:00,38,45.0,1.0,97.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,11.4806,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,128.158,1.0,75.4482,1.0,618.596,1.0,0.0,1.0,303.51,1.0,20.2042,1.0,0.545832,1.0
2017-02-02 10:00:00,38,65.0,1.0,114.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,23.3622,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,157.628,1.0,71.3228,1.0,618.63,1.0,0.0,1.0,468.027,1.0,21.4464,1.0,0.435112,1.0
2017-02-02 11:00:00,38,28.0,1.0,59.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,39.0476,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,144.138,1.0,59.9851,1.0,618.171,1.0,0.0,1.0,687.834,1.0,23.9526,1.0,0.538337,1.0
2017-02-02 12:00:00,38,24.0,1.0,52.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,51.5032,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,132.028,1.0,55.5187,1.0,617.731,1.0,0.0,1.0,771.038,1.0,25.1233,1.0,1.14696,1.0
2017-02-02 13:00:00,38,40.0,1.0,65.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,55.1481,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,135.681,1.0,56.7906,1.0,617.29,1.0,0.0,1.0,408.309,1.0,24.7836,1.0,0.666683,1.0
2017-02-02 14:00:00,38,12.0,1.0,31.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,45.2792,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,134.532,1.0,53.5276,1.0,616.682,1.0,0.0,1.0,385.166,1.0,25.0126,1.0,0.769872,1.0
2017-02-02 15:00:00,38,20.0,1.0,43.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,50.7812,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,94.0726,1.0,56.5457,1.0,616.056,1.0,0.0,1.0,285.245,1.0,24.8956,1.0,0.765621,1.0
2017-02-02 16:00:00,38,16.0,1.0,57.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,55.976,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,356.113,1.0,55.7774,1.0,615.745,1.0,0.0,1.0,264.253,1.0,25.0022,1.0,0.452339,1.0
2017-02-02 17:00:00,38,18.0,1.0,58.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,31.25,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,5.77352,1.0,64.3215,1.0,615.758,1.0,0.0,1.0,83.2335,1.0,23.2326,1.0,1.64821,1.0
2017-02-02 18:00:00,38,12.0,1.0,33.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,17.8049,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,329.256,1.0,72.1588,1.0,616.077,1.0,0.0,1.0,26.2026,1.0,21.5001,1.0,0.422309,1.0
2017-02-02 19:00:00,38,11.0,1.0,18.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,16.0272,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,259.74,1.0,75.3382,1.0,616.709,1.0,0.0,1.0,0.379167,1.0,20.5744,1.0,0.423697,1.0
2017-02-02 20:00:00,38,11.0,1.0,32.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,15.6497,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,347.584,1.0,77.4362,1.0,617.141,1.0,0.0,1.0,-0.003875,151.0,20.2119,1.0,0.169847,1.0
2017-02-02 21:00:00,38,21.0,1.0,22.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,16.5346,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,316.989,1.0,81.2419,1.0,617.838,1.0,0.0,1.0,0.0,1.0,19.5168,1.0,0.326956,1.0
2017-02-02 22:00:00,38,23.0,1.0,34.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,12.219,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,246.266,1.0,82.9518,1.0,618.254,1.0,0.0,1.0,0.0,1.0,18.9122,1.0,0.210682,1.0
2017-02-02 23:00:00,38,29.0,1.0,49.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.14472,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,253.421,1.0,88.6692,1.0,618.4,1.0,0.0,1.0,0.0,1.0,17.8286,1.0,0.447891,1.0
2017-02-03 00:00:00,38,19.0,1.0,35.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,2.14042,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,268.983,1.0,89.496,1.0,618.283,1.0,0.0,1.0,0.0,1.0,17.1047,1.0,0.223459,1.0
2017-02-03 01:00:00,38,26.0,1.0,47.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.63778,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,229.544,1.0,91.3121,1.0,617.9,1.0,0.0,1.0,-0.0051666,151.0,17.1811,1.0,0.292264,1.0
2017-02-03 02:00:00,38,34.0,1.0,37.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.90667,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,151.0,-9999.0,151.0,-9999.0,151.0,-9999.0,151.0,-9999.0,151.0,-9999.0,151.0,-9999.0,151.0
2017-02-03 03:00:00,38,32.0,1.0,38.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.43764,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,220.009,1.0,92.5471,1.0,617.271,1.0,0.0,1.0,0.0,1.0,17.1646,1.0,0.359095,1.0
2017-02-03 04:00:00,38,34.0,1.0,34.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,0.919167,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,220.361,1.0,93.7258,1.0,617.192,1.0,0.0,1.0,0.0,1.0,17.0799,1.0,0.144452,1.0
2017-02-03 05:00:00,38,37.0,1.0,48.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,0.726806,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,181.951,1.0,94.036,1.0,617.446,1.0,0.0,1.0,-0.003875,151.0,17.1299,1.0,0.106506,1.0
2017-02-03 06:00:00,38,34.0,1.0,58.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,0.713889,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,204.524,1.0,93.9649,1.0,617.755,1.0,0.0,1.0,0.0,1.0,16.8933,1.0,0.208385,1.0
2017-02-03 07:00:00,38,38.0,1.0,67.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,0.727361,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,197.348,1.0,93.2719,1.0,618.082,1.0,0.0,1.0,10.1043,1.0,16.8007,1.0,0.237113,1.0
2017-02-03 08:00:00,38,47.0,1.0,78.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,1.69403,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,168.661,1.0,89.8989,1.0,618.586,1.0,0.0,1.0,90.3504,1.0,17.8225,1.0,0.221195,1.0
