Fecha_Hora,codigoSerial,pm25,calidad_pm25,pm10,calidad_pm10,pm1,calidad_pm1,no,calidad_no,no2,calidad_no2,nox,calidad_nox,ozono,calidad_ozono,co,calidad_co,so2,calidad_so2,pst,calidad_pst,dviento_ssr,calidad_dviento_ssr,haire10_ssr,calidad_haire10_ssr,p_ssr,calidad_p_ssr,pliquida_ssr,calidad_pliquida_ssr,rglobal_ssr,calidad_rglobal_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr
2017-04-01 00:00:00,38,13.0,1.0,14.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,12.7272,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,300.642,1.0,94.1114,1.0,619.802,1.0,6.5,1.0,0.0,1.0,16.5358,1.0,0.104611,1.0
2017-04-01 01:00:00,38,10.0,1.0,16.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,11.9804,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,307.259,1.0,94.5221,1.0,619.673,1.0,6.5,1.0,0.0,1.0,16.4468,1.0,0.590043,1.0
2017-04-01 02:00:00,38,5.0,1.0,7.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,8.38611,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,250.644,1.0,94.2118,1.0,619.072,1.0,3.0,1.0,0.0,1.0,16.1437,1.0,0.175083,1.0
2017-04-01 03:00:00,38,8.0,1.0,11.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,3.92861,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,259.034,1.0,94.7694,1.0,618.83,1.0,0.5,1.0,0.0,1.0,15.6864,1.0,0.0375673,1.0
2017-04-01 04:00:00,38,10.0,1.0,11.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,8.63417,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,267.18,1.0,92.2678,1.0,618.711,1.0,0.0,1.0,0.0,1.0,15.07,1.0,0.466248,1.0
2017-04-01 05:00:00,38,6.0,1.0,16.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,6.95597,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,299.337,1.0,91.1667,1.0,618.842,1.0,0.0,1.0,-0.0051666,151.0,14.5136,1.0,0.349059,1.0
2017-04-01 06:00:00,38,0.0,151.0,16.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,2.24917,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,286.843,1.0,91.0058,1.0,618.971,1.0,0.0,1.0,0.426542,1.0,14.3547,1.0,0.244506,1.0
2017-04-01 07:00:00,38,5.0,1.0,32.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,2.33806,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,287.849,1.0,89.5064,1.0,619.371,1.0,0.0,1.0,46.9583,1.0,14.966,1.0,0.138702,1.0
2017-04-01 08:00:00,38,26.0,1.0,42.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,4.57375,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,166.953,1.0,83.0762,1.0,619.837,1.0,0.0,1.0,219.514,1.0,17.2968,1.0,0.168757,1.0
2017-04-01 09:00:00,38,24.0,1.0,33.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,14.7075,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,123.814,1.0,74.6439,1.0,620.042,1.0,0.0,1.0,459.356,1.0,19.971,1.0,0.595728,1.0
2017-04-01 10:00:00,38,29.0,1.0,45.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,26.8325,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,136.396,1.0,69.7822,1.0,620.292,1.0,0.0,1.0,618.187,1.0,21.3982,1.0,0.486359,1.0
2017-04-01 11:00:00,38,37.0,1.0,65.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,41.4083,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,136.85,1.0,66.4472,1.0,619.982,1.0,0.0,1.0,743.866,1.0,22.4433,1.0,0.533228,1.0
2017-04-01 12:00:00,38,31.0,1.0,47.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,66.0572,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,140.235,1.0,58.459,1.0,619.263,1.0,0.0,1.0,931.096,1.0,24.596,1.0,0.46807,1.0
2017-04-01 13:00:00,38,28.0,1.0,45.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,60.5896,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,175.934,1.0,57.915,1.0,618.507,1.0,0.0,1.0,729.347,1.0,25.1301,1.0,1.8103,1.0
2017-04-01 14:00:00,38,27.0,1.0,38.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,62.9885,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,176.68,1.0,55.7956,1.0,617.824,1.0,0.0,1.0,831.882,1.0,25.7911,1.0,1.43243,1.0
2017-04-01 15:00:00,38,18.0,1.0,32.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,65.2618,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,143.638,1.0,51.6497,1.0,617.108,1.0,0.0,1.0,322.029,1.0,26.0064,1.0,0.405803,1.0
2017-04-01 16:00:00,38,20.0,1.0,27.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,42.2597,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,180.683,1.0,53.9881,1.0,616.596,1.0,0.0,1.0,471.36,1.0,26.0581,1.0,0.825979,1.0
2017-04-01 17:00:00,38,15.0,151.0,13.0,151.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,32.4243,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,32.0511,1.0,51.4287,1.0,616.612,1.0,0.0,1.0,275.832,1.0,25.9028,1.0,0.444914,1.0
2017-04-01 18:00:00,38,12.0,1.0,19.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,17.4221,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,95.1102,1.0,52.9283,1.0,617.042,1.0,0.0,1.0,20.0691,1.0,23.6561,1.0,0.446409,1.0
2017-04-01 19:00:00,38,10.0,1.0,22.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,12.6287,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,3.54421,1.0,63.129,1.0,617.841,1.0,0.0,1.0,1.28908,1.0,21.5836,1.0,0.27834,1.0
2017-04-01 20:00:00,38,18.0,1.0,48.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,9.28972,1.0,-9999.0,1.0,-9999.0,1.0,-9999.0,1.0,339.492,1.0,73.7756,1.0,618.383,1.0,0.0,1.0,-0.0051666,151.0,20.5919,1.0,0.675613,1.0
