Fecha_Hora,pm25,calidad_pm25,ozono,calidad_ozono,dviento_ssr,calidad_dviento_ssr,pliquida_ssr,calidad_pliquida_ssr,taire10_ssr,calidad_taire10_ssr,vviento_ssr,calidad_vviento_ssr,pm25_ref
2017-02-17 20:00:00,10.0,1.0,12.5111,1.0,11.7461,1.0,0.0,1.0,18.7799,1.0,0.581693,1.0,8.567587498768448
2017-02-17 21:00:00,10.0,1.0,13.2408,1.0,10.32,1.0,0.0,1.0,18.3597,1.0,1.21342,1.0,8.579937346018756
2017-02-17 22:00:00,6.0,1.0,15.0442,1.0,22.1373,1.0,0.0,1.0,18.2188,1.0,0.587694,1.0,5.1504518570760975
2017-02-17 23:00:00,7.0,1.0,15.12,1.0,20.2374,1.0,0.0,1.0,17.3946,1.0,1.37587,1.0,6.025906085433034
2017-02-18 00:00:00,,1.0,14.1957,1.0,19.3575,1.0,0.0,1.0,17.036,1.0,0.948292,1.0,
2017-02-18 01:00:00,,1.0,15.9506,1.0,5.45248,1.0,0.0,1.0,16.7738,1.0,0.847172,1.0,
2017-02-18 02:00:00,,1.0,14.1879,1.0,278.07,1.0,0.0,1.0,16.6782,1.0,0.339712,1.0,
2017-02-18 03:00:00,,1.0,6.92597,1.0,172.144,1.0,0.0,1.0,16.5901,1.0,0.502344,1.0,
2017-02-18 04:00:00,,1.0,5.01431,1.0,297.702,1.0,0.0,1.0,15.2589,1.0,1.10107,1.0,
2017-02-18 05:00:00,,1.0,3.97278,1.0,291.487,1.0,0.0,1.0,15.6483,1.0,0.184967,1.0,
2017-02-18 06:00:00,,1.0,1.43792,1.0,227.961,1.0,0.0,1.0,15.8787,1.0,0.263681,1.0,
2017-02-18 07:00:00,,1.0,1.41417,1.0,223.179,1.0,0.0,1.0,15.8736,1.0,0.387998,1.0,
2017-02-18 08:00:00,,1.0,5.43194,1.0,135.508,1.0,0.0,1.0,17.5494,1.0,0.545838,1.0,
2017-02-18 09:00:00,,151.0,17.4253,1.0,46.63,1.0,0.0,1.0,19.2583,1.0,0.723221,1.0,
2017-02-18 10:00:00,,151.0,30.5849,1.0,42.6705,1.0,0.0,1.0,21.3142,1.0,0.845704,1.0,
2017-02-18 11:00:00,,1.0,42.299,1.0,122.051,1.0,0.0,1.0,22.9206,1.0,1.08981,1.0,
2017-02-18 12:00:00,,1.0,54.906,1.0,13.6249,1.0,0.0,1.0,23.4396,1.0,0.621414,1.0,
2017-02-18 13:00:00,,151.0,66.1576,1.0,258.306,1.0,0.0,1.0,24.7485,1.0,1.22121,1.0,
2017-02-18 14:00:00,,151.0,58.9049,1.0,244.84,1.0,0.0,1.0,25.6506,1.0,0.821204,1.0,
2017-02-18 15:00:00,,151.0,45.935,1.0,330.581,1.0,0.0,1.0,25.5783,1.0,0.329624,1.0,
2017-02-18 16:00:00,,151.0,42.5997,1.0,259.631,1.0,0.0,1.0,25.2636,1.0,0.263272,1.0,
2017-02-18 17:00:00,,151.0,42.8951,1.0,27.0186,1.0,0.0,1.0,24.5124,1.0,1.69443,1.0,
2017-02-18 18:00:00,,1.0,25.0551,1.0,10.7907,1.0,0.0,1.0,22.5789,1.0,1.90606,1.0,
2017-02-18 19:00:00,,1.0,23.1085,1.0,4.71238,1.0,0.0,1.0,21.3733,1.0,1.91921,1.0,
2017-02-18 20:00:00,,1.0,19.2913,1.0,329.816,1.0,0.0,1.0,20.011,1.0,0.938613,1.0,
2017-02-18 21:00:00,,1.0,18.2358,1.0,331.386,1.0,0.0,1.0,19.5282,1.0,0.903462,1.0,
2017-02-18 22:00:00,,1.0,19.6528,1.0,315.699,1.0,0.0,1.0,19.2289,1.0,0.773968,1.0,
2017-02-18 23:00:00,,1.0,20.9017,1.0,312.448,1.0,0.0,1.0,19.027,1.0,0.267694,1.0,
2017-02-19 00:00:00,,1.0,16.016,1.0,320.314,1.0,0.0,1.0,18.6842,1.0,0.480976,1.0,
2017-02-19 01:00:00,,1.0,17.6389,1.0,12.9238,1.0,0.0,1.0,18.486,1.0,0.583554,1.0,
2017-02-19 02:00:00,,1.0,9.27472,1.0,261.602,1.0,0.0,1.0,17.7799,1.0,0.403168,1.0,
2017-02-19 03:00:00,,1.0,6.23028,1.0,255.456,1.0,0.0,1.0,17.2738,1.0,0.871134,1.0,
2017-02-19 04:00:00,,1.0,6.39,1.0,265.349,1.0,0.0,1.0,17.324,1.0,1.05531,1.0,
2017-02-19 05:00:00,,1.0,13.8181,1.0,23.6412,1.0,0.0,1.0,17.3276,1.0,0.399495,1.0,
2017-02-19 06:00:00,,151.0,14.9647,1.0,330.755,1.0,0.0,1.0,17.2304,1.0,0.182259,1.0,
2017-02-19 07:00:00,,1.0,7.00653,1.0,242.366,1.0,0.0,1.0,17.1493,1.0,0.597468,1.0,
2017-02-19 08:00:00,,151.0,9.94778,1.0,153.236,1.0,0.0,1.0,18.8468,1.0,0.815002,1.0,
2017-02-19 09:00:00,,1.0,24.5643,1.0,96.4335,1.0,0.0,1.0,21.1625,1.0,0.690786,1.0,
2017-02-19 10:00:00,,1.0,36.0075,1.0,69.281,1.0,0.0,1.0,22.7806,1.0,0.63035,1.0,
2017-02-19 11:00:00,,151.0,45.2736,1.0,31.7002,1.0,0.0,1.0,23.596,1.0,1.24804,1.0,
2017-02-19 12:00:00,,151.0,54.3386,1.0,19.3309,1.0,0.0,1.0,24.1521,1.0,0.663182,1.0,
2017-02-19 13:00:00,,151.0,69.379,1.0,328.925,1.0,0.0,1.0,25.3683,1.0,0.182177,1.0,
2017-02-19 14:00:00,,151.0,77.3947,1.0,80.6882,1.0,0.0,1.0,26.4192,1.0,0.34266,1.0,
2017-02-19 15:00:00,,1.0,72.7897,1.0,121.672,1.0,0.0,1.0,26.1314,1.0,0.43027,1.0,
2017-02-19 16:00:00,,151.0,61.1206,1.0,266.302,1.0,0.0,1.0,26.0425,1.0,0.792323,1.0,
2017-02-19 17:00:00,,1.0,41.4978,1.0,37.5006,1.0,0.0,1.0,25.4733,1.0,1.09872,1.0,
2017-02-19 18:00:00,,1.0,27.7913,1.0,16.9568,1.0,0.0,1.0,22.4969,1.0,1.35486,1.0,
2017-02-19 19:00:00,,1.0,27.4393,1.0,5.87068,1.0,4.5,1.0,20.7194,1.0,2.2306,1.0,
2017-02-19 20:00:00,,1.0,17.176,1.0,314.186,1.0,2.0,1.0,17.7757,1.0,2.07447,1.0,
2017-02-19 21:00:00,,1.0,9.1625,1.0,309.42,1.0,0.0,1.0,18.5192,1.0,0.914627,1.0,
2017-02-19 22:00:00,,1.0,9.00472,1.0,347.621,1.0,0.0,1.0,19.015,1.0,0.989238,1.0,
2017-02-19 23:00:00,,151.0,8.97153,1.0,333.462,1.0,0.0,1.0,18.7875,1.0,0.68867,1.0,
2017-02-20 00:00:00,,1.0,6.3475,1.0,283.68,1.0,0.0,1.0,18.2712,1.0,0.26352,1.0,
2017-02-20 01:00:00,,1.0,1.78347,1.0,208.6,1.0,0.5,1.0,17.8224,1.0,0.251011,1.0,
2017-02-20 02:00:00,,1.0,1.73111,1.0,237.879,1.0,0.0,1.0,17.6486,1.0,0.312148,1.0,
2017-02-20 03:00:00,,1.0,1.60556,1.0,233.699,1.0,0.0,1.0,17.5665,1.0,0.332532,1.0,
2017-02-20 04:00:00,,1.0,1.1025,1.0,224.339,1.0,0.0,1.0,17.3739,1.0,0.168321,1.0,
2017-02-20 05:00:00,,1.0,0.458611,1.0,254.218,1.0,0.0,1.0,17.1047,1.0,0.369592,1.0,
2017-02-20 06:00:00,,1.0,0.518611,1.0,299.034,1.0,0.0,1.0,16.3396,1.0,0.884195,1.0,
2017-02-20 07:00:00,,1.0,0.974583,1.0,298.138,1.0,0.0,1.0,16.1049,1.0,0.599727,1.0,
2017-02-20 08:00:00,,151.0,1.71319,1.0,149.705,1.0,0.0,1.0,19.2629,1.0,0.391434,1.0,
2017-02-20 09:00:00,,1.0,7.58014,1.0,105.174,1.0,0.0,1.0,20.8685,1.0,1.00173,1.0,
2017-02-20 10:00:00,,151.0,17.856,1.0,71.938,1.0,0.0,1.0,22.5299,1.0,0.6637,1.0,
2017-02-20 11:00:00,,151.0,35.416,1.0,66.3924,1.0,0.0,1.0,24.1289,1.0,0.825477,1.0,
2017-02-20 12:00:00,,151.0,65.0762,1.0,167.758,1.0,0.0,1.0,25.4549,1.0,0.801094,1.0,
2017-02-20 13:00:00,,151.0,80.4574,1.0,302.529,1.0,0.0,1.0,26.1311,1.0,0.2018,1.0,
2017-02-20 14:00:00,,1.0,53.7832,1.0,188.252,1.0,0.0,1.0,26.6364,1.0,1.49462,1.0,
2017-02-20 15:00:00,,1.0,35.5785,1.0,200.291,1.0,0.0,1.0,26.3994,1.0,1.67869,1.0,
2017-02-20 16:00:00,,1.0,35.4104,1.0,156.489,1.0,0.0,1.0,24.8638,1.0,0.129094,1.0,
2017-02-20 17:00:00,,1.0,23.4831,1.0,317.391,1.0,0.5,1.0,21.549,1.0,1.15433,1.0,
2017-02-20 18:00:00,,1.0,7.71316,1.0,258.378,1.0,0.5,1.0,21.8897,1.0,0.503232,1.0,
2017-02-20 19:00:00,,1.0,5.05181,1.0,298.894,1.0,0.0,1.0,20.6518,1.0,0.458922,1.0,
2017-02-20 20:00:00,,1.0,11.5683,1.0,9.76545,1.0,0.0,1.0,20.6944,1.0,1.45633,1.0,
2017-02-20 21:00:00,,1.0,12.1183,1.0,6.35241,1.0,0.0,1.0,20.2714,1.0,1.35488,1.0,
2017-02-20 22:00:00,,1.0,8.69583,1.0,175.588,1.0,0.0,1.0,19.9889,1.0,0.139176,1.0,
2017-02-20 23:00:00,,1.0,4.64792,1.0,277.044,1.0,0.0,1.0,19.5987,1.0,0.302197,1.0,
2017-02-21 00:00:00,31.0,1.0,8.33986,1.0,272.5,1.0,0.0,1.0,19.1151,1.0,0.332943,1.0,26.529060026140115
2017-02-21 01:00:00,27.0,1.0,12.5304,1.0,339.5,1.0,0.0,1.0,19.0028,1.0,0.230095,1.0,23.11483715625232
2017-02-21 02:00:00,26.0,1.0,13.2525,1.0,338.838,1.0,0.0,1.0,18.6593,1.0,0.129985,1.0,22.2849336898018
2017-02-21 03:00:00,35.0,1.0,9.39042,1.0,232.043,1.0,0.0,1.0,18.2154,1.0,0.702009,1.0,30.044653092469225
2017-02-21 04:00:00,30.0,1.0,6.48333,1.0,253.041,1.0,0.0,1.0,17.589,1.0,0.363316,1.0,25.80804393380376
2017-02-21 05:00:00,29.0,1.0,3.21792,1.0,260.901,1.0,0.0,1.0,16.6033,1.0,0.296121,1.0,25.032644629395072
2017-02-21 06:00:00,52.0,1.0,1.61542,1.0,270.796,1.0,0.0,1.0,16.9761,1.0,0.434108,1.0,44.82844460093374
2017-02-21 07:00:00,44.0,1.0,0.847083,1.0,177.101,1.0,0.0,1.0,17.2497,1.0,0.349864,1.0,37.89602341782579
2017-02-21 08:00:00,54.0,1.0,1.81556,1.0,120.058,1.0,0.0,1.0,17.9681,1.0,0.0937932,1.0,46.39398509912749
2017-02-21 09:00:00,42.0,1.0,17.2594,1.0,61.1363,1.0,0.0,1.0,21.5093,1.0,0.765562,1.0,35.65055248342149
2017-02-21 10:00:00,33.0,1.0,29.8185,1.0,111.092,1.0,0.0,1.0,22.3512,1.0,0.460348,1.0,27.931342998936003
2017-02-21 11:00:00,35.0,1.0,45.4807,1.0,163.76,1.0,0.0,1.0,23.4683,1.0,0.676396,1.0,29.51258356665294
2017-02-21 12:00:00,,1.0,-9999.0,151.0,185.672,1.0,0.0,1.0,24.9573,1.0,1.5598,1.0,
2017-02-21 13:00:00,,151.0,32.1155,1.0,332.025,1.0,0.0,1.0,24.9169,1.0,0.412833,1.0,
2017-02-21 14:00:00,,1.0,33.9615,1.0,199.784,1.0,0.0,1.0,26.1499,1.0,0.604594,1.0,
2017-02-21 15:00:00,25.0,1.0,32.2231,1.0,210.401,1.0,0.0,1.0,27.3906,1.0,1.743,1.0,20.80530019701767
2017-02-21 16:00:00,,1.0,34.8781,1.0,262.124,1.0,0.0,1.0,26.7537,1.0,2.65341,1.0,
2017-02-21 17:00:00,,151.0,28.8183,1.0,346.623,1.0,17.0,1.0,19.5807,1.0,0.213804,1.0,
2017-02-21 18:00:00,,1.0,14.4735,1.0,325.661,1.0,3.5,1.0,15.8193,1.0,0.13093,1.0,
2017-02-21 19:00:00,31.0,1.0,7.02778,1.0,277.452,1.0,0.0,1.0,16.4874,1.0,0.172927,1.0,26.76974168890428
2017-02-21 20:00:00,38.0,1.0,0.967917,1.0,319.94,1.0,0.5,1.0,16.4454,1.0,0.144801,1.0,32.819281158041704
2017-02-21 21:00:00,37.0,1.0,1.36986,1.0,278.87,1.0,0.0,1.0,16.935,1.0,0.428451,1.0,31.901681777754373
2017-02-21 22:00:00,25.0,1.0,0.667778,1.0,261.872,1.0,0.0,1.0,17.2151,1.0,0.268346,1.0,21.534397227462282
2017-02-21 23:00:00,32.0,1.0,0.479861,1.0,251.691,1.0,0.0,1.0,17.4425,1.0,0.118005,1.0,27.54245852051073
2017-02-22 00:00:00,26.0,1.0,0.489444,1.0,233.806,1.0,0.0,1.0,17.2765,1.0,0.115949,1.0,22.39103835417044
2017-02-22 01:00:00,36.0,1.0,0.5475,1.0,266.129,1.0,0.0,1.0,16.8318,1.0,0.340013,1.0,31.05052062689522
2017-02-22 02:00:00,36.0,1.0,0.669861,1.0,215.508,1.0,0.0,1.0,17.1703,1.0,0.199848,1.0,31.014317160474846
2017-02-22 03:00:00,39.0,1.0,0.461944,1.0,242.363,1.0,0.0,1.0,16.9476,1.0,0.277945,1.0,33.62463650458059
2017-02-22 04:00:00,28.0,1.0,0.605139,1.0,266.469,1.0,0.0,1.0,16.355,1.0,0.251059,1.0,24.190179419764167
2017-02-22 05:00:00,23.0,1.0,0.645556,1.0,202.726,1.0,0.0,1.0,16.5251,1.0,0.138339,1.0,19.858836372337368
2017-02-22 06:00:00,27.0,1.0,0.819583,1.0,216.799,1.0,0.0,1.0,16.1433,1.0,0.438659,1.0,23.343314196157163
2017-02-22 07:00:00,30.0,1.0,0.660417,1.0,187.418,1.0,0.0,1.0,16.1213,1.0,0.0607845,1.0,25.93898836583571
2017-02-22 08:00:00,53.0,1.0,1.28264,1.0,205.522,1.0,0.0,1.0,17.2472,1.0,0.386793,1.0,45.64787572783288
2017-02-22 09:00:00,33.0,1.0,5.55042,1.0,154.585,1.0,0.0,1.0,19.6932,1.0,0.424824,1.0,28.184862663012794
2017-02-22 10:00:00,21.0,1.0,12.6661,1.0,129.406,1.0,0.0,1.0,21.2772,1.0,0.536796,1.0,17.83932809091388
2017-02-22 11:00:00,22.0,1.0,24.5088,1.0,138.008,1.0,0.0,1.0,22.9631,1.0,0.900677,1.0,18.582416366803063
2017-02-22 12:00:00,25.0,1.0,30.3311,1.0,186.136,1.0,0.0,1.0,24.3878,1.0,1.21305,1.0,21.015270679529827
2017-02-22 13:00:00,17.0,1.0,31.5186,1.0,316.615,1.0,0.0,1.0,24.7671,1.0,0.649038,1.0,14.272189931314548
2017-02-22 14:00:00,6.0,1.0,28.7297,1.0,284.852,1.0,0.0,1.0,25.3811,1.0,2.48973,1.0,5.026883219383287
2017-02-22 15:00:00,6.0,1.0,29.4493,1.0,291.698,1.0,0.0,1.0,25.9822,1.0,1.5906,1.0,5.016781801003149
2017-02-22 16:00:00,16.0,1.0,33.5574,1.0,280.164,1.0,0.0,1.0,23.9111,1.0,2.23948,1.0,13.471356360057774
2017-02-22 17:00:00,20.0,1.0,25.4828,1.0,171.836,1.0,0.0,1.0,23.1358,1.0,1.17181,1.0,16.883259081310836
2017-02-22 18:00:00,18.0,1.0,18.1921,1.0,180.04,1.0,2.0,1.0,20.8039,1.0,0.31815,1.0,15.315472702223383
2017-02-22 19:00:00,32.0,1.0,2.7975,1.0,175.892,1.0,0.0,1.0,19.1615,1.0,0.333167,1.0,27.380489230227056
2017-02-22 20:00:00,27.0,1.0,3.50333,1.0,57.3434,1.0,0.5,1.0,19.1897,1.0,0.408056,1.0,23.10005926921028
2017-02-22 21:00:00,15.0,1.0,12.2013,1.0,293.947,1.0,10.0,1.0,16.5287,1.0,1.46627,1.0,12.951254070924392
2017-02-22 22:00:00,13.0,1.0,3.22694,1.0,257.714,1.0,0.0,1.0,16.1112,1.0,0.2928,1.0,11.240620761732789
2017-02-22 23:00:00,9.0,1.0,3.97597,1.0,281.849,1.0,0.0,1.0,15.8814,1.0,0.379472,1.0,7.788155423877998
2017-02-23 00:00:00,4.0,1.0,4.43917,1.0,254.531,1.0,0.0,1.0,15.2904,1.0,0.337719,1.0,3.4684946515907256
2017-02-23 01:00:00,5.0,1.0,5.29403,1.0,293.121,1.0,0.0,1.0,14.7731,1.0,0.359726,1.0,4.343407947741468
2017-02-23 02:00:00,8.0,1.0,4.01944,1.0,273.386,1.0,0.0,1.0,14.9154,1.0,0.376886,1.0,6.946019790663436
2017-02-23 03:00:00,8.0,1.0,4.52944,1.0,291.338,1.0,0.0,1.0,14.6543,1.0,0.425169,1.0,6.952321314884381
2017-02-23 04:00:00,8.0,1.0,4.43264,1.0,267.641,1.0,0.0,1.0,14.2724,1.0,0.171712,1.0,6.9615589091364445
2017-02-23 05:00:00,11.0,1.0,2.31514,1.0,244.128,1.0,0.0,1.0,14.79,1.0,0.209901,1.0,9.554936646288795
2017-02-23 06:00:00,13.0,1.0,1.00778,1.0,312.166,1.0,0.0,1.0,14.3019,1.0,0.22097,1.0,11.311372268834335
2017-02-23 07:00:00,23.0,1.0,0.975417,1.0,231.447,1.0,0.0,1.0,14.4329,1.0,0.0791761,1.0,20.00331178258674
2017-02-23 08:00:00,31.0,1.0,1.36903,1.0,188.113,1.0,0.0,1.0,15.9642,1.0,0.0284547,1.0,26.818185967502956
2017-02-23 09:00:00,24.0,1.0,4.84014,1.0,120.5,1.0,0.0,1.0,19.1706,1.0,0.286625,1.0,20.53472765250255
2017-02-23 10:00:00,28.0,1.0,14.5967,1.0,147.84,1.0,0.0,1.0,21.1325,1.0,0.301195,1.0,23.797466356031457
2017-02-23 11:00:00,26.0,1.0,27.0271,1.0,105.469,1.0,0.0,1.0,22.6269,1.0,0.667541,1.0,21.98599992280493
2017-02-23 12:00:00,11.0,1.0,34.4336,1.0,51.1116,1.0,0.0,1.0,23.425,1.0,0.822542,1.0,9.276737614203475
2017-02-23 13:00:00,26.0,1.0,34.3429,1.0,41.7206,1.0,0.0,1.0,24.2704,1.0,0.438034,1.0,21.86450862337446
2017-02-23 14:00:00,3.0,1.0,21.2906,1.0,317.014,1.0,0.0,1.0,26.6251,1.0,0.840573,1.0,2.503011385959064
2017-02-23 15:00:00,6.0,1.0,24.5133,1.0,205.836,1.0,0.0,1.0,27.1293,1.0,0.436751,1.0,4.997617141954287
2017-02-23 16:00:00,6.0,1.0,28.2624,1.0,295.281,1.0,0.0,1.0,26.9757,1.0,0.921059,1.0,5.000174850251192
2017-02-23 17:00:00,5.0,1.0,28.5715,1.0,273.127,1.0,0.0,1.0,26.9036,1.0,0.559408,1.0,4.167813620227725
2017-02-23 18:00:00,9.0,1.0,30.0117,1.0,16.7339,1.0,0.0,1.0,23.4451,1.0,2.29082,1.0,7.589543676146541
2017-02-23 19:00:00,14.0,1.0,23.2208,1.0,14.9116,1.0,3.0,1.0,20.9597,1.0,2.49282,1.0,11.905724110627473
2017-02-23 20:00:00,16.0,1.0,10.0692,1.0,213.033,1.0,12.5,1.0,17.0115,1.0,0.444925,1.0,13.791684764556143
2017-02-23 21:00:00,19.0,1.0,3.22125,1.0,82.4367,1.0,1.0,1.0,16.8643,1.0,0.111345,1.0,16.3859383048966
2017-02-23 22:00:00,23.0,1.0,1.63958,1.0,187.95,1.0,2.0,1.0,16.7094,1.0,0.309469,1.0,19.84620961763001
2017-02-23 23:00:00,24.0,1.0,4.00028,1.0,163.224,1.0,1.0,1.0,16.3847,1.0,0.137243,1.0,20.73231259747497
2017-02-24 00:00:00,13.0,1.0,4.65833,1.0,140.594,1.0,1.0,1.0,16.2178,1.0,0.186918,1.0,11.236479837368705
2017-02-24 01:00:00,13.0,1.0,6.25778,1.0,133.915,1.0,1.0,1.0,15.7314,1.0,0.192421,1.0,11.25539910248199
2017-02-24 02:00:00,13.0,1.0,7.25236,1.0,2.8913,1.0,2.0,1.0,15.4307,1.0,0.202147,1.0,11.267127185857339
2017-02-24 03:00:00,14.0,1.0,6.12236,1.0,9.62481,1.0,1.5,1.0,15.5463,1.0,0.0622942,1.0,12.128970639593971
2017-02-24 04:00:00,14.0,1.0,4.82236,1.0,96.6985,1.0,0.0,1.0,15.561,1.0,0.0641396,1.0,12.128353081314579
2017-02-24 05:00:00,20.0,1.0,4.00361,1.0,262.437,1.0,0.0,1.0,15.3261,1.0,0.202351,1.0,17.3403270618032
2017-02-24 06:00:00,24.0,1.0,1.44444,1.0,1.85365,1.0,0.5,1.0,15.3175,1.0,0.0221769,1.0,20.809012828884143
2017-02-24 07:00:00,18.0,1.0,0.969028,1.0,267.556,1.0,0.0,1.0,15.4146,1.0,0.159748,1.0,15.601508054564217
2017-02-24 08:00:00,32.0,1.0,2.07597,1.0,226.518,1.0,0.0,1.0,16.1486,1.0,0.0624274,1.0,27.66564330978966
2017-02-24 09:00:00,39.0,1.0,4.85792,1.0,47.4603,1.0,0.0,1.0,17.6911,1.0,0.17223,1.0,33.53867919923017
2017-02-24 10:00:00,44.0,1.0,10.251,1.0,141.379,1.0,0.0,1.0,19.6908,1.0,0.834683,1.0,37.580124872386584
2017-02-24 11:00:00,51.0,1.0,25.9704,1.0,114.971,1.0,0.0,1.0,21.6806,1.0,0.153023,1.0,43.26480461987083
2017-02-24 12:00:00,31.0,1.0,36.1161,1.0,24.5479,1.0,0.0,1.0,22.5474,1.0,0.36261,1.0,26.22112464108864
2017-02-24 13:00:00,38.0,1.0,44.6056,1.0,322.225,1.0,0.0,1.0,23.136,1.0,0.688063,1.0,32.07817060095836
2017-02-24 14:00:00,15.0,1.0,52.1083,1.0,332.861,1.0,0.0,1.0,25.2204,1.0,0.62678,1.0,12.573976649946127
2017-02-24 15:00:00,32.0,1.0,58.4057,1.0,57.7725,1.0,0.0,1.0,26.241,1.0,0.192061,1.0,26.733040998632276
2017-02-24 16:00:00,13.0,1.0,22.3846,1.0,76.6617,1.0,0.0,1.0,21.7578,1.0,0.385208,1.0,11.025396582537798
2017-02-24 17:00:00,11.0,1.0,10.0574,1.0,253.597,1.0,2.5,1.0,17.7257,1.0,0.778621,1.0,9.458502232852027
2017-02-24 18:00:00,25.0,1.0,4.03,1.0,353.262,1.0,0.5,1.0,16.7521,1.0,0.184148,1.0,21.568789616880352
2017-02-24 19:00:00,30.0,1.0,2.08014,1.0,192.901,1.0,0.0,1.0,16.3689,1.0,0.588969,1.0,25.916805035077747
2017-02-24 20:00:00,32.0,1.0,0.882778,1.0,321.087,1.0,0.0,1.0,16.0628,1.0,0.110765,1.0,27.67385080335834
2017-02-24 21:00:00,32.0,1.0,0.907361,1.0,285.382,1.0,0.0,1.0,15.7579,1.0,0.381372,1.0,27.70305650216389
2017-02-24 22:00:00,38.0,1.0,0.774583,1.0,267.292,1.0,0.0,1.0,15.9935,1.0,0.0668325,1.0,32.8705741428583
2017-02-24 23:00:00,41.0,1.0,0.825,1.0,217.849,1.0,0.0,1.0,16.3308,1.0,0.198839,1.0,35.42429530111347
2017-02-25 00:00:00,44.0,1.0,0.837361,1.0,278.44,1.0,0.5,1.0,16.226,1.0,0.375842,1.0,38.03008484369673
2017-02-25 01:00:00,16.0,1.0,6.18417,1.0,302.809,1.0,0.0,1.0,15.9967,1.0,0.342474,1.0,13.840088573761202
2017-02-25 02:00:00,22.0,1.0,1.35792,1.0,340.68,1.0,0.0,1.0,15.6383,1.0,0.0965528,1.0,19.053739074141134
2017-02-25 03:00:00,23.0,1.0,1.15819,1.0,313.636,1.0,0.0,1.0,15.3793,1.0,0.265594,1.0,19.93769926326534
2017-02-25 04:00:00,16.0,1.0,3.62917,1.0,234.406,1.0,0.0,1.0,15.1303,1.0,0.17594,1.0,13.881683690528828
2017-02-25 05:00:00,19.0,1.0,2.92014,1.0,236.062,1.0,0.0,1.0,15.0432,1.0,0.11619,1.0,16.489481456667868
2017-02-25 06:00:00,16.0,1.0,2.40847,1.0,267.484,1.0,0.0,1.0,14.7144,1.0,0.316431,1.0,13.901739634392989
2017-02-25 07:00:00,26.0,1.0,1.34639,1.0,266.737,1.0,0.0,1.0,14.3631,1.0,0.125427,1.0,22.617929063293055
2017-02-25 08:00:00,34.0,1.0,2.66597,1.0,132.863,1.0,0.0,1.0,16.9442,1.0,0.329741,1.0,29.314129237926366
2017-02-25 09:00:00,43.0,1.0,8.57403,1.0,121.93,1.0,0.0,1.0,18.6326,1.0,0.610219,1.0,36.85922442103782
2017-02-25 10:00:00,72.0,1.0,16.0122,1.0,123.891,1.0,0.0,1.0,19.8182,1.0,0.744277,1.0,61.468008216074
2017-02-25 11:00:00,49.0,1.0,31.2589,1.0,87.9076,1.0,0.0,1.0,21.9449,1.0,0.624757,1.0,41.530915351664646
2017-02-25 12:00:00,45.0,1.0,56.9093,1.0,130.533,1.0,0.0,1.0,23.4661,1.0,0.738387,1.0,37.9450317359889
2017-02-25 13:00:00,41.0,1.0,65.9972,1.0,5.96321,1.0,0.0,1.0,24.1901,1.0,0.896014,1.0,34.487959556086
2017-02-25 14:00:00,19.0,1.0,64.264,1.0,91.5154,1.0,0.0,1.0,25.6947,1.0,0.382894,1.0,15.90175909874853
2017-02-25 15:00:00,11.0,1.0,54.8614,1.0,83.1274,1.0,0.0,1.0,26.4839,1.0,0.536977,1.0,9.182033334453799
2017-02-25 16:00:00,19.0,1.0,62.5542,1.0,68.3262,1.0,0.0,1.0,26.1201,1.0,0.382196,1.0,15.879155409570737
2017-02-25 17:00:00,19.0,1.0,48.1374,1.0,39.0291,1.0,0.0,1.0,25.1185,1.0,1.26497,1.0,15.932478378835764
2017-02-25 18:00:00,9.0,1.0,32.6504,1.0,29.4088,1.0,0.0,1.0,22.8583,1.0,3.0068,1.0,7.604589011798152
2017-02-25 19:00:00,8.0,1.0,21.3407,1.0,150.016,1.0,0.5,1.0,20.2353,1.0,0.0370647,1.0,6.820068931215637
2017-02-25 20:00:00,19.0,1.0,17.0153,1.0,292.085,1.0,1.0,1.0,17.4956,1.0,0.917074,1.0,16.35034704581034
2017-02-25 21:00:00,32.0,1.0,5.53722,1.0,280.189,1.0,0.0,1.0,17.616,1.0,0.324973,1.0,27.5260239423506
2017-02-25 22:00:00,38.0,1.0,9.80847,1.0,336.929,1.0,0.0,1.0,18.2897,1.0,0.240557,1.0,32.611592911588744
2017-02-25 23:00:00,49.0,1.0,6.12097,1.0,354.336,1.0,0.0,1.0,17.9774,1.0,0.449418,1.0,42.09690091900641
2017-02-26 00:00:00,50.0,1.0,15.4038,1.0,314.573,1.0,0.0,1.0,18.1321,1.0,0.365737,1.0,42.933207391678444
2017-02-26 01:00:00,51.0,1.0,8.64569,1.0,265.703,1.0,0.0,1.0,17.4758,1.0,0.158942,1.0,43.890763672596485
2017-02-26 02:00:00,48.0,1.0,5.77833,1.0,258.401,1.0,0.0,1.0,16.8713,1.0,0.287021,1.0,41.39505552327458
2017-02-26 03:00:00,35.0,1.0,4.89,1.0,291.474,1.0,0.0,1.0,16.0596,1.0,0.208999,1.0,30.26860922372056
2017-02-26 04:00:00,32.0,1.0,7.145,1.0,295.215,1.0,0.0,1.0,15.2031,1.0,0.190684,1.0,27.75635801252532
2017-02-26 05:00:00,,1.0,5.8535,1.0,257.658,1.0,0.0,1.0,14.9193,1.0,0.211935,1.0,
2017-02-26 06:00:00,,151.0,4.79583,1.0,285.968,1.0,0.0,1.0,14.9011,1.0,0.280645,1.0,
